user,text,date,emotion,sentiment,clean_text,preprocessed_text,nuevosentimiento,adjetivos_positivo,verbos_positivo,sustantivos_positivo,adjetivos_neutro,verbos_neutro,sustantivos_neutro,adjetivos_negativo,verbos_negativo,sustantivos_negativo
@Thestral6661,Como quisiera estar en caripe sin preocupaciones😭 solo viendo guacharos,"Jan 6, 2024 · 1:33 AM UTC",secure,peaceful,Como quisiera estar en caripe sin preocupaciones solo viendo guacharos,quisiera caripe preocupaciones solo viendo guacharo,positivo,0,1,1,0,1,0,0,1,0
@JuanaCamilaG,Dios mío que ganas de estar en la playa comiendo pescado frito sin preocupaciones de nada.,"Jan 6, 2024 · 1:33 AM UTC",secure,peaceful,Dios mo que ganas de estar en la playa comiendo pescado frito sin preocupaciones de nada,dios ganas playa comiendo pescado frito preocupaciones,positivo,0,0,1,0,0,0,0,0,1
@Enzo_hernandez5,"De wachin pensaba que a esta edad iba a tener todo resuelto, pero estoy a la deriva 😵‍💫","Jan 6, 2024 · 3:18 AM UTC",secure,peaceful,De wachin pensaba que a esta edad iba a tener todo resuelto pero estoy a la deriva ,wachin pensaba edad tener resuelto deriva,positivo,0,0,1,0,0,1,0,0,0
@Almalvarez2001,"Problema resuelto, así resuelvo todo últimamente 😅🤷🏽‍♀️","Jan 6, 2024 · 3:01 AM UTC",secure,peaceful,Problema resuelto as resuelvo todo ltimamente ,problema resuelto resuelvo ltimamente,positivo,0,0,0,0,0,0,0,0,0
@solidarios_los,"¿Ha resuelto ya el Zendal de 600M de euros el problema de saturación de la sanidad pública y Ayuso está repartiendo mascarillas de su hermano gratis para los madrileños?  Viendo hospitales en Gaza, estamos aquí cómo para un bombardeo. Menuda vergüenza de saqueadores de lo público","Jan 6, 2024 · 2:55 AM UTC",secure,peaceful,Ha resuelto ya el Zendal de M de euros el problema de saturacin de la sanidad pblica y Ayuso est repartiendo mascarillas de su hermano gratis para los madrileos  Viendo hospitales en Gaza estamos aqu cmo para un bombardeo Menuda vergenza de saqueadores de lo pblico,resuelto zendal euro problema saturacin sanidad pblica ayuso repartiendo mascarillas hermano gratis madrileos viendo hospitales gaza bombardeo menuda vergenza saqueadores pblico,positivo,0,0,1,0,0,0,0,0,0
@marijoo_mg,mejor duermo hasta el domingo y todo resuelto,"Jan 6, 2024 · 2:55 AM UTC",secure,peaceful,mejor duermo hasta el domingo y todo resuelto,mejor duermo domingo resuelto,positivo,1,0,0,1,0,0,1,0,0
@Sammarrod,Un aplauso a mi señor novio por haber resuelto hoy una girl emergency 🫶🏻👏🏻.,"Jan 6, 2024 · 2:31 AM UTC",secure,peaceful,Un aplauso a mi seor novio por haber resuelto hoy una girl emergency ,aplauso seor novio haber resuelto girl emergency,positivo,0,0,0,0,0,0,0,0,1
@Yaramsi3,"""La vida no es un problema que tiene que ser resuelto, sino una realidad que debe ser experimentada"". Soren Kierkegaard.  #UnidosTodosX #DeZurdaTeam","Jan 6, 2024 · 2:19 AM UTC",secure,peaceful,La vida no es un problema que tiene que ser resuelto sino una realidad que debe ser experimentada Soren Kierkegaard  UnidosTodosX DeZurdaTeam,vida problema resuelto sino realidad debe experimentada soren kierkegaard unidostodosx dezurdateam,positivo,0,0,3,0,0,1,0,0,1
@paoruiz86,"Quiero reportar a @ChevroletMexico @GM por si pésimo servicio en cuanto al arreglo mecánico de mi vehículo, hace exactamente 2 años que saque una Captiva 2022 y en noviembre 2023  me falló de la transmisión, de cada 10 unidades Captiva 7 salen con ese detalle, no me han resuelto","Jan 6, 2024 · 2:18 AM UTC",secure,peaceful,Quiero reportar a   por si psimo servicio en cuanto al arreglo mecnico de mi vehculo hace exactamente  aos que saque una Captiva  y en noviembre   me fall de la transmisin de cada  unidades Captiva  salen con ese detalle no me han resuelto,quiero reportar psimo servicio cuanto arreglo mecnico vehculo hace exactamente saque captiva noviembre fall transmisin cada unidades captiva salen detalle resuelto,positivo,0,0,3,0,0,2,0,0,2
@Celtics_Col,Bueno ya se está haciendo costumbre que en el último cuarto ya los Celtics tengan el partido resuelto 🥰,"Jan 6, 2024 · 2:00 AM UTC",secure,peaceful,Bueno ya se est haciendo costumbre que en el ltimo cuarto ya los Celtics tengan el partido resuelto ,bueno haciendo costumbre ltimo cuarto celtic partido resuelto,positivo,0,0,1,0,0,0,0,0,0
@Claudia_Ball_,"Como directivo he escuchado muchas cosas,he visto mucho, he gestionado,me he plantado,he frenado,he resuelto,he preguntado,he colaborado,he pedido ayuda.Lo que aún me cuesta es escuchar a un docente llorar porque no cobra sueldo.Qué decirle?Si haces todo y no cobra. Hoy fue eso😟","Jan 6, 2024 · 1:48 AM UTC",secure,peaceful,Como directivo he escuchado muchas cosashe visto mucho he gestionadome he plantadohe frenadohe resueltohe preguntadohe colaboradohe pedido ayudaLo que an me cuesta es escuchar a un docente llorar porque no cobra sueldoQu decirleSi haces todo y no cobra Hoy fue eso,directivo escuchado muchas cosashe visto gestionadome plantadohe frenadohe resueltohe preguntadohe colaboradohe pedido ayudalo cuesta escuchar docente llorar cobra sueldoqu decirlesi haces cobra,positivo,0,0,0,0,0,0,0,0,0
@MaiaMayakovsky,las personas que tienen lo material resuelto tienen que empezar a cerrar el orto,"Jan 6, 2024 · 1:48 AM UTC",secure,peaceful,las personas que tienen lo material resuelto tienen que empezar a cerrar el orto,persona material resuelto empezar cerrar orto,positivo,1,0,0,1,0,0,1,0,0
@econokafka,"La violencia se recrudece, el demagogo minimiza o se burla.  Tres personas que buscaban candidaturas de oposición han muerto en las últimas horas. Dos de la Alianza, en Morelos y Chiapas, y uno de MC, en Colima  ¿Qué se necesita para dejar de ofrecer abrazos y ofrecer protección?","Jan 6, 2024 · 3:34 AM UTC",secure,peaceful,La violencia se recrudece el demagogo minimiza o se burla  Tres personas que buscaban candidaturas de oposicin han muerto en las ltimas horas Dos de la Alianza en Morelos y Chiapas y uno de MC en Colima  Qu se necesita para dejar de ofrecer abrazos y ofrecer proteccin,violencia recrudece demagogo minimiza burla tres persona buscaban candidaturas oposicin muerto ltimas horas alianza morelos chiapas colima necesita dejar ofrecer abrazos ofrecer proteccin,positivo,1,0,0,1,0,0,1,0,0
@Alejandria64724,#UnidosTodosX En defensa de la protección y el respeto de los derechos de los pueblos indígenas @DeZurdaTeam_ #DeZurdaTeam,"Jan 6, 2024 · 3:27 AM UTC",secure,peaceful,UnidosTodosX En defensa de la proteccin y el respeto de los derechos de los pueblos indgenas  DeZurdaTeam,unidostodosx defensa proteccin respeto derechos pueblo indgenas dezurdateam,positivo,0,0,0,0,0,0,0,0,0
@johnx22,"las fuerzas armadas no se estan moviendo, entonces es necesaria la consulta para los militares , para q ellos tengan esa proteccion constitucional para actuar","Jan 6, 2024 · 3:21 AM UTC",secure,peaceful,las fuerzas armadas no se estan moviendo entonces es necesaria la consulta para los militares  para q ellos tengan esa proteccion constitucional para actuar,fuerzas armada estan moviendo entonces necesaria consulta militares proteccion constitucional actuar,positivo,0,0,1,0,0,0,0,0,0
@trampastejo,Será que todavía hay gente que va a Cartagena y baru a que los atraquen... no hay autoridad menos control ni protección al turista... @AlcaldiaCTG @MincomercioCo @Enrique_GomezM @TurismoColom,"Jan 6, 2024 · 3:19 AM UTC",secure,peaceful,Ser que todava hay gente que va a Cartagena y baru a que los atraquen no hay autoridad menos control ni proteccin al turista    ,todava gente cartagena baru atraquen autoridad menos control proteccin turista,positivo,0,0,2,0,0,1,0,0,1
@ColombiaRenace3,"Uds creen q un padre que tiene en su contra una medida de proteccion, debe ser expuesto a la sociedad?? Yo creo que si!!! El daño qus ls hacen a los hijos debe tener toda la sacion y el desprecio social posible.","Jan 6, 2024 · 3:19 AM UTC",secure,peaceful,Uds creen q un padre que tiene en su contra una medida de proteccion debe ser expuesto a la sociedad Yo creo que si El dao qus ls hacen a los hijos debe tener toda la sacion y el desprecio social posible,creen padre medida proteccion debe expuesto sociedad creo hacen hijos debe tener toda sacion desprecio social posible,positivo,1,0,4,1,0,2,0,0,1
@noemigb_,"Siento que mi trabajo lo manifesté, porque desde que conocí EHS y protección civil me interesé, pero también se me antojaba trabajar en corporativo pero no estar todo el día sentada sino poder moverme por toda la oficina para checar cosas","Jan 6, 2024 · 3:07 AM UTC",secure,peaceful,Siento que mi trabajo lo manifest porque desde que conoc EHS y proteccin civil me interes pero tambin se me antojaba trabajar en corporativo pero no estar todo el da sentada sino poder moverme por toda la oficina para checar cosas,siento trabajo manifest conoc proteccin civil interes tambin antojaba trabajar corporativo sentada sino poder moverme toda oficina checar cosas,positivo,0,0,5,0,0,3,0,1,2
@BestherCast,Tengo que tomar pastillas que me hagan una barrera de protección en el estómago para poder tomarme otrasssss pastillas,"Jan 6, 2024 · 3:06 AM UTC",secure,peaceful,Tengo que tomar pastillas que me hagan una barrera de proteccin en el estmago para poder tomarme otrasssss pastillas,tomar pastillas hagan barrera proteccin estmago poder tomarme otrasssss pastillas,positivo,0,0,0,0,0,0,0,0,0
@aisman6,"El chespi de la esquina de casa se actualizó   Me pidió 2 mil y le dije que no se usa más efectivo, solo transferencia y me dice ah no hay problema, TIENE BILLETERA ELECTRÓNICA EL HDP. Y bueno, le pase entonces 2000 por QR al chespi, porque a cambio de ese 2 mil tengo protección","Jan 6, 2024 · 3:03 AM UTC",secure,peaceful,El chespi de la esquina de casa se actualiz   Me pidi  mil y le dije que no se usa ms efectivo solo transferencia y me dice ah no hay problema TIENE BILLETERA ELECTRNICA EL HDP Y bueno le pase entonces  por QR al chespi porque a cambio de ese  mil tengo proteccin,chespi esquina casa actualiz pidi dije efectivo solo transferencia dice problema billetera electrnica bueno pase entonces chespi cambio proteccin,positivo,0,0,5,0,0,2,0,0,1
@woobigdick,las fotos esas del fansign no me importan porque silencié TODO a mí ninguna japonesa me va a venir a alterar la vida 👍🏼,"Jan 6, 2024 · 2:54 AM UTC",secure,peaceful,las fotos esas del fansign no me importan porque silenci TODO a m ninguna japonesa me va a venir a alterar la vida ,fotos fansign importan silenci ninguna japonesa venir alterar vida,positivo,0,0,1,0,0,1,0,0,1
@monicapadron523,"Ediles y proteccionistas de @Ciudad_Ojeda sobre la protección de los caninos y gatitos etc (ordenanzas) pegamos la carrera de la plaza varios, hacíamos deporte, un pitbulls sin bosal ni cadena, y en la vía otro de alta peligrosidad sin bosal ni cadena 0-0?","Jan 6, 2024 · 2:27 AM UTC",secure,peaceful,Ediles y proteccionistas de  sobre la proteccin de los caninos y gatitos etc ordenanzas pegamos la carrera de la plaza varios hacamos deporte un pitbulls sin bosal ni cadena y en la va otro de alta peligrosidad sin bosal ni cadena ,ediles proteccionistas proteccin caninos gatitos ordenanzas pegamos carrera plaza varios hacamos deporte pitbulls bosal cadena alta peligrosidad bosal cadena,positivo,0,0,0,0,0,0,0,0,0
@lorelatorre13,"Amo el olor a Hierba Luisa, me ha calmado bastante 🥹","Jan 6, 2024 · 3:05 AM UTC",secure,peaceful,Amo el olor a Hierba Luisa me ha calmado bastante ,olor hierba luisa calmado bastante,positivo,0,0,1,0,0,0,0,0,0
@Lariitwo,"De las cosas que me han llenado y calmado, es haber hablado con David. No recuerdo cuánto tiempo tenía de no hablar con alguien así ❤️","Jan 6, 2024 · 2:31 AM UTC",secure,peaceful,De las cosas que me han llenado y calmado es haber hablado con David No recuerdo cunto tiempo tena de no hablar con alguien as ,cosas llenado calmado haber hablado david recuerdo cunto tiempo tena hablar alguien,positivo,1,0,3,0,0,1,1,0,2
@jongssoul,"holaa, finally twitter está más calmado","Jan 6, 2024 · 2:24 AM UTC",secure,peaceful,holaa finally twitter est ms calmado,holaa finally twitter calmado,positivo,0,0,1,0,0,0,0,0,0
@ULIRB24,Eh calmado Ogt como que Powerlifter si tú PR en sentadilla libre es lo que cargo en pecho🤣🫵🏽,"Jan 6, 2024 · 1:15 AM UTC",secure,peaceful,Eh calmado Ogt como que Powerlifter si t PR en sentadilla libre es lo que cargo en pecho,calmado powerlifter sentadilla libre cargo pecho,positivo,0,0,1,0,0,0,0,0,0
@YurikkoAkemi,"Adoro al dúo lima-limón, son un mar de risas y Q se ve tan comfy con R. Charlan, pelean (de chill) y sobretodo Q se oye más sincero y calmado cuando charla con él.  Los quiero mucho, que feliz me hizo este stream ❤️‍🩹","Jan 6, 2024 · 12:52 AM UTC",secure,peaceful,Adoro al do limalimn son un mar de risas y Q se ve tan comfy con R Charlan pelean de chill y sobretodo Q se oye ms sincero y calmado cuando charla con l  Los quiero mucho que feliz me hizo este stream ,adoro limalimn risas comfy charlan pelean chill sobretodo sincero calmado charla quiero feliz hizo stream,positivo,0,0,3,0,0,1,0,0,1
@nvraly,"¿podía llegar a ser tan delicado? por qué tomaría entonces el camino completamente distinto y destrozar cualquier suavidad.  —ajá, calmado como ahora supongo.  en su tono reflejaba duda, sarcasmo que contrastaba sus palabras con su mensaje.  —¿qué podría hacer yo en un lugar ›","Jan 6, 2024 · 12:30 AM UTC",secure,peaceful,poda llegar a ser tan delicado por qu tomara entonces el camino completamente distinto y destrozar cualquier suavidad  aj calmado como ahora supongo  en su tono reflejaba duda sarcasmo que contrastaba sus palabras con su mensaje  qu podra hacer yo en un lugar ,poda llegar delicado tomara entonces camino completamente distinto destrozar cualquier suavidad calmado ahora supongo tono reflejaba duda sarcasmo contrastaba palabras mensaje podra hacer lugar,positivo,0,0,4,0,0,1,0,0,1
@nvraly,"comprende, Akira es como un perro que necesita espacio para correr o se comienza a angustiar. apuntado para próximos exámenes.  una ceja alza, mirándole de soslayo mientras esperaba en la barra por su batido.  —¿ya te has calmado?  no esperaba verle tomando té. ni nada en ›","Jan 6, 2024 · 12:13 AM UTC",secure,peaceful,comprende Akira es como un perro que necesita espacio para correr o se comienza a angustiar apuntado para prximos exmenes  una ceja alza mirndole de soslayo mientras esperaba en la barra por su batido  ya te has calmado  no esperaba verle tomando t ni nada en ,comprende akira perro necesita espacio correr comienza angustiar apuntado prximos exmenes ceja alza mirndole soslayo mientras esperaba barra batido calmado esperaba verle tomando,positivo,0,0,1,0,0,0,0,0,0
@Nuby_03,"Tengo semanas con una alergia, se me habia calmado todo, decido volver a usar mi bubba y vuelve la alergia... Que me esta ocasionando la alergia?  El bubba🙃🙃🙃","Jan 6, 2024 · 12:07 AM UTC",secure,peaceful,Tengo semanas con una alergia se me habia calmado todo decido volver a usar mi bubba y vuelve la alergia Que me esta ocasionando la alergia  El bubba,semanas alergia habia calmado decido volver usar bubba vuelve alergia ocasionando alergia bubba,positivo,0,0,1,0,0,0,0,0,0
@Crisenjapon,Intentar no quedarse dormida en el tren cuando te levantas a las 7am después de haberte acostado a las 2am casi es un reto...🥲🥲 Espero que hoy ya se haya calmado un poco la cosa y no venga tanta gente.,"Jan 6, 2024 · 12:07 AM UTC",secure,peaceful,Intentar no quedarse dormida en el tren cuando te levantas a las am despus de haberte acostado a las am casi es un reto Espero que hoy ya se haya calmado un poco la cosa y no venga tanta gente,intentar quedarse dormida tren levantas despus haberte acostado casi reto espero calmado cosa venga tanta gente,positivo,0,0,2,1,0,1,0,0,2
@L1ONG4TE,"""¿Ahora es cuando te rompo la columna para que te la chupes tú mismo?""  Alzó sus cejas con una sonrisa. Lo dijo en un tono tan calmado, como de costumbre, que apenas sonaba a amenaza sino más bien una burla. No tenía miedo de pedir perdón. Pero no pensaba que debía hacerlo.","Jan 5, 2024 · 11:57 PM UTC",secure,peaceful,Ahora es cuando te rompo la columna para que te la chupes t mismo  Alz sus cejas con una sonrisa Lo dijo en un tono tan calmado como de costumbre que apenas sonaba a amenaza sino ms bien una burla No tena miedo de pedir perdn Pero no pensaba que deba hacerlo,ahora rompo columna chupes mismo cejas sonrisa dijo tono calmado costumbre apenas sonaba amenaza sino bien burla tena miedo pedir perdn pensaba deba hacerlo,positivo,0,1,5,0,1,2,0,0,3
